4;32;0.0;0;27458357
4;33;0.0;0;27662860
4;34;0.0;0;27954662
4;35;0.0;0;28212877
4;36;0.0;0;28496587
4;37;0.0;0;28777105
4;38;0.0;0;29014672
4;39;0.0;0;29267380
5;0;0.0;0;949714638
5;1;0.0;0;16383240
5;2;0.0;0;18804226
5;3;0.0;0;20491638
5;4;0.0;0;20645967
5;5;0.0;0;20824399
5;6;0.0;0;21035770
5;7;0.0;0;21272552
5;8;0.0;0;21526796
5;9;0.0;0;21689241
5;10;0.0;0;21822466
5;11;0.0;0;21998396
5;12;0.0;0;22197735
5;13;0.0;0;22423982
5;14;0.0;0;22644373
5;15;0.0;0;22872669
5;16;0.0;0;23111066
5;17;0.0;0;23349445
5;18;0.0;0;23657474
5;19;0.0;0;23998620
5;20;0.0;0;24368037
5;21;0.0;0;24713120
5;22;0.0;0;25022087
5;23;0.0;0;25339972
5;24;0.0;0;25652964
5;25;0.0;0;25969420
5;26;0.0;0;26263552
5;27;0.0;0;26520657
5;28;0.0;0;26787544
5;29;0.0;0;27018187
5;30;0.0;0;27165850
5;31;0.0;0;27298693
5;32;0.0;0;27458357
5;33;0.0;0;27662860
5;34;0.0;0;27954662
5;35;0.0;0;28212877
5;36;0.0;0;28496587
5;37;0.0;0;28777105
5;38;0.0;0;29014672
5;39;0.0;0;29267380
6;0;0.0;0;949714638
6;1;0.0;0;16383240
6;2;0.0;0;18804226
6;3;0.0;0;20491638
6;4;0.0;0;20645967
6;5;0.0;0;20824399
6;6;0.0;0;21035770
6;7;0.0;0;21272552
6;8;0.0;0;21526796
6;9;0.0;0;21689241
6;10;0.0;0;21822466
6;11;0.0;0;21998396
6;12;0.0;0;22197735
6;13;0.0;0;22423982
6;14;0.0;0;22644373
6;15;0.0;0;22872669
6;16;0.0;0;23111066
6;17;0.0;0;23349445
6;18;0.0;0;23657474
6;19;0.0;0;23998620
6;20;0.0;0;24368037
6;21;0.0;0;24713120
6;22;0.0;0;25022087
6;23;0.0;0;25339972
6;24;0.0;0;25652964
6;25;0.0;0;25969420
6;26;0.0;0;26263552
6;27;0.0;0;26520657
6;28;0.0;0;26787544
6;29;0.0;0;27018187
6;30;0.0;0;27165850
6;31;0.0;0;27298693
6;32;0.0;0;27458357
6;33;0.0;0;27662860
6;34;0.0;0;27954662
6;35;0.0;0;28212877
6;36;0.0;0;28496587
6;37;0.0;0;28777105
6;38;0.0;0;29014672
6;39;0.0;0;29267380
7;0;0.0;0;949714638
7;1;0.0;0;16383240
7;2;0.0;0;18804226
7;3;0.0;0;20491638
7;4;0.0;0;20645967
7;5;0.0;0;20824399
7;6;0.0;0;21035770
7;7;0.0;0;21272552
7;8;0.0;0;21526796
7;9;0.0;0;21689241
7;10;0.0;0;21822466
7;11;0.0;0;21998396
7;12;0.0;0;22197735
7;13;0.0;0;22423982
7;14;0.0;0;22644373
7;15;0.0;0;22872669
7;16;0.0;0;23111066
7;17;0.0;0;23349445
7;18;0.0;0;23657474
7;19;0.0;0;23998620
7;20;0.0;0;24368037
7;21;0.0;0;24713120
7;22;0.0;0;25022087
7;23;0.0;0;25339972
7;24;0.0;0;25652964
7;25;0.0;0;25969420
7;26;0.0;0;26263552
7;27;0.0;0;26520657
7;28;0.0;0;26787544
7;29;0.0;0;27018187
7;30;0.0;0;27165850
7;31;0.0;0;27298693
7;32;0.0;0;27458357
7;33;0.0;0;27662860
7;34;0.0;0;27954662
7;35;0.0;0;28212877
7;36;0.0;0;28496587
7;37;0.0;0;28777105
7;38;0.0;0;29014672
7;39;0.0;0;29267380
8;0;7.5;64061;949714638
8;1;25.3;3095;16383240
8;2;19.0;2702;18804226
8;3;15.9;2423;20491638
8;4;15.2;2356;20645967
8;5;13.7;2164;20824399
8;6;11.5;1856;21035770
8;7;11.6;1922;21272552
8;8;10.7;1830;21526796
8;9;10.7;1876;21689241
8;10;10.8;1945;21822466
8;11;9.6;1768;21998396
8;12;7.8;1458;22197735
8;13;6.8;1304;22423982
8;14;6.6;1283;22644373
8;15;7.4;1454;22872669
8;16;7.1;1418;23111066
8;17;7.5;1551;23349445
8;18;8.1;1678;23657474
8;19;8.7;1848;23998620
8;20;10.5;2283;24368037
8;21;9.8;2184;24713120
8;22;9.1;2057;25022087
8;23;7.2;1665;25339972
8;24;7.2;1676;25652964
8;25;6.7;1604;25969420
8;26;6.6;1588;26263552
8;27;5.8;1432;26520657
8;28;5.4;1346;26787544
8;29;5.0;1255;27018187
8;30;4.7;1215;27165850
8;31;4.4;1146;27298693
8;32;3.6;963;27458357
8;33;3.6;986;27662860
8;34;3.8;1066;27954662
8;35;3.6;1040;28212877
8;36;3.5;1022;28496587
8;37;3.8;1148;28777105
8;38;3.8;1162;29014672
8;39;4.1;1292;29267380
