31.9,55.1,55.6,59.9,61.3,63.4,67.2,64.3,64.4,63.5,61.5,62.3,59.6
31.7,56.0,60.3,65.1,66.5,73.7,76.5,78.7,76.2,71.8,74.2,72.6,71.4
22.8,43.4,48.1,54.2,55.0,63.8,66.8,67.9,67.7,63.8,65.5,64.4,66.9
26.6,48.7,55.7,64.2,63.0,69.4,73.9,74.0,74.6,72.5,72.6,71.9,75.3
17.3,35.8,37.8,41.0,44.6,57.2,58.9,61.3,60.6,54.7,57.9,55.7,56.5
