The United States of America,  Population size (5-year)     Last modified: 16-Nov-2012, MPv5 (May07)

Year       Age      Female         Male        Total
2008      95-99     259453.86     66845.39    326299.25
2008     100-104     36460.80      6336.26     42797.06
2008     105-109      2454.61       321.63      2776.24
2008     110+           80.42        19.08        99.50
2009       0       1990941.71   2077042.37   4067984.08
2009       1-4     7917348.19   8272453.78  16189801.97
2009       5-9     9811788.96  10244607.99  20056396.95
2009      10-14   10098575.95  10584970.41  20683546.36
2009      15-19   10804858.72  11396961.54  22201820.26
2009      20-24   10399653.67  10882992.12  21282645.79
2009      25-29   10430301.95  10560386.52  20990688.47
2009      30-34    9713458.29   9761967.39  19475425.68
2009      35-39   10364789.48  10297415.80  20662205.28
2009      40-44   10653396.91  10523580.99  21176977.90
2009      45-49   11566805.33  11274860.21  22841665.54
2009      50-54   11131164.08  10691494.94  21822659.02
2009      55-59    9824561.72   9223662.18  19048223.90
2009      60-64    8181977.65   7552840.29  15734817.94
2009      65-69    6278249.13   5565795.11  11844044.24
2009      70-74    4911959.49   4114381.77   9026341.26
2009      75-79    4157079.98   3163254.09   7320334.07
2009      80-84    3471320.48   2267034.17   5738354.65
2009      85-89    2255333.90   1205199.36   3460533.26
2009      90-94     972431.08    387239.85   1359670.93
2009      95-99     267175.75     71518.58    338694.33
2009     100-104     37594.78      6639.09     44233.87
2009     105-109      2465.52       311.40      2776.92
2009     110+           90.89        15.79       106.68
2010       0       1946516.93   2031428.51   3977945.44
2010       1-4     7945987.95   8298529.84  16244517.79
2010       5-9     9925184.81  10357543.04  20282727.85
2010      10-14   10097701.50  10579631.81  20677333.31
2010      15-19   10750295.71  11325332.63  22075628.34
2010      20-24   10535714.48  10990704.31  21526418.79
2010      25-29   10472173.99  10643666.28  21115840.27
2010      30-34    9915797.86   9954287.81  19870085.67
2010      35-39   10188603.03  10105834.01  20294437.04
2010      40-44   10524538.47  10414948.81  20939487.28
2010      45-49   11520805.12  11233983.77  22754788.89
2010      50-54   11310430.08  10875149.74  22185579.82
2010      55-59   10072960.30   9457621.72  19530582.02
2010      60-64    8606554.41   7950720.17  16557274.58
2010      65-69    6515897.63   5788537.26  12304434.89
2010      70-74    5012413.32   4221220.54   9233633.86
2010      75-79    4132814.39   3171428.69   7304243.08
2010      80-84    3459613.28   2294410.54   5754023.82
2010      85-89    2334071.06   1266689.12   3600760.18
2010      90-94    1007817.68    411949.80   1419767.48
2010      95-99     281877.11     77658.19    359535.30
2010     100-104     39711.59      7232.13     46943.72
2010     105-109      2631.49       318.68      2950.17
2010     110+           86.91        12.50        99.41
2011       0       1936083.60   2023828.27   3959911.87
2011       1-4     7918264.31   8264919.95  16183184.26
2011       5-9     9954407.04  10386818.00  20341225.04
2011      10-14   10112014.49  10586581.49  20698595.98
2011      15-19   10590851.51  11158005.99  21748857.50
2011      20-24   10682559.08  11132570.98  21815130.06
2011      25-29   10467559.09  10691705.97  21159265.06
2011      30-34   10118340.01  10157933.73  20276273.74
2011      35-39    9949967.68   9868701.80  19818669.48
2011      40-44   10529465.61  10425552.98  20955018.59
2011      45-49   11331875.41  11063783.33  22395658.74
2011      50-54   11447657.75  11018775.68  22466433.43
2011      55-59   10317291.67   9696506.71  20013798.38
2011      60-64    9045996.90   8352081.17  17398078.07
2011      65-69    6709491.34   5979085.44  12688576.78
2011      70-74    5126546.92   4333365.59   9459912.51
2011      75-79    4137995.44   3204734.97   7342730.41
2011      80-84    3443938.69   2318583.82   5762522.51
2011      85-89    2381997.87   1314591.12   3696588.99
2011      90-94    1059692.56    445561.71   1505254.27
2011      95-99     294212.49     83636.97    377849.46
2011     100-104     41956.57      7802.15     49758.72
2011     105-109      2739.77       369.44      3109.21
2011     110+           45.57         9.29        54.86
